20220102 234700;1.134420;1.134490;1.134380;1.134430;0
20220102 234800;1.134440;1.134440;1.134430;1.134430;0
20220102 234900;1.134440;1.134440;1.134440;1.134440;0
20220102 235000;1.134400;1.134400;1.134260;1.134270;0
20220102 235100;1.134250;1.134310;1.134140;1.134140;0
20220102 235200;1.134180;1.134230;1.134130;1.134130;0
20220102 235300;1.134120;1.134120;1.134040;1.134040;0
20220102 235400;1.134050;1.134080;1.133940;1.133940;0
20220102 235500;1.133930;1.133940;1.133890;1.133890;0
20220102 235600;1.133870;1.133890;1.133850;1.133890;0
20220102 235700;1.133900;1.134050;1.133900;1.133990;0
20220102 235800;1.134000;1.134000;1.133990;1.133990;0
20220102 235900;1.134000;1.134060;1.133990;1.134030;0
20220103 000000;1.134040;1.134110;1.133940;1.134040;0
20220103 000100;1.134020;1.134030;1.133990;1.133990;0
20220103 000200;1.134000;1.134000;1.133950;1.133960;0
20220103 000300;1.133970;1.133990;1.133970;1.133990;0
20220103 000400;1.134010;1.134070;1.134000;1.134040;0
20220103 000500;1.134030;1.134040;1.134030;1.134040;0
20220103 000600;1.134030;1.134040;1.134030;1.134030;0
20220103 000700;1.134040;1.134110;1.134020;1.134080;0
20220103 000800;1.134090;1.134100;1.134080;1.134090;0
20220103 000900;1.134100;1.134100;1.133960;1.133960;0
20220103 001000;1.133970;1.133980;1.133960;1.133960;0
20220103 001100;1.133950;1.133960;1.133950;1.133950;0
20220103 001300;1.133950;1.133950;1.133900;1.133920;0
20220103 001400;1.133930;1.133990;1.133930;1.133980;0
20220103 001500;1.133960;1.133960;1.133900;1.133900;0
20220103 001600;1.133880;1.133900;1.133880;1.133900;0
20220103 001700;1.133900;1.133900;1.133890;1.133900;0
20220103 001800;1.133890;1.133900;1.133840;1.133850;0
20220103 001900;1.133860;1.133870;1.133840;1.133840;0
20220103 002000;1.133860;1.133860;1.133850;1.133850;0
20220103 002100;1.133860;1.133920;1.133860;1.133920;0
20220103 002200;1.133930;1.133980;1.133910;1.133980;0
20220103 002300;1.133990;1.134000;1.133980;1.134000;0
20220103 002400;1.133990;1.134080;1.133890;1.133890;0
20220103 002500;1.133880;1.133880;1.133850;1.133850;0
20220103 002600;1.133850;1.133850;1.133850;1.133850;0
20220103 002700;1.133870;1.133880;1.133740;1.133740;0
20220103 002800;1.133750;1.133770;1.133660;1.133710;0
20220103 002900;1.133700;1.133700;1.133640;1.133660;0
20220103 003000;1.133650;1.133650;1.133590;1.133590;0
20220103 003100;1.133620;1.133720;1.133620;1.133650;0
20220103 003200;1.133670;1.133700;1.133670;1.133700;0
20220103 003300;1.133700;1.133710;1.133700;1.133710;0
20220103 003400;1.133690;1.133700;1.133690;1.133700;0
20220103 003500;1.133700;1.133740;1.133690;1.133700;0
20220103 003600;1.133710;1.133710;1.133680;1.133690;0
20220103 003700;1.133700;1.133720;1.133700;1.133720;0
20220103 003800;1.133670;1.133710;1.133600;1.133710;0
20220103 003900;1.133710;1.133770;1.133710;1.133760;0
20220103 004000;1.133750;1.133770;1.133740;1.133760;0
20220103 004100;1.133750;1.133840;1.133750;1.133830;0
20220103 004200;1.133810;1.133810;1.133790;1.133810;0
20220103 004300;1.133790;1.133810;1.133780;1.133800;0
20220103 004400;1.133820;1.134050;1.133810;1.134050;0
20220103 004500;1.134070;1.134070;1.133900;1.133930;0
20220103 004600;1.133900;1.133900;1.133850;1.133880;0
20220103 004700;1.133920;1.133970;1.133900;1.133970;0
20220103 004800;1.133980;1.134040;1.133980;1.134030;0
20220103 004900;1.134020;1.134050;1.134000;1.134030;0
20220103 005000;1.134050;1.134050;1.134050;1.134050;0
20220103 005100;1.134040;1.134040;1.134010;1.134010;0
20220103 005200;1.134010;1.134040;1.133980;1.133980;0
20220103 005300;1.133960;1.133960;1.133890;1.133950;0
20220103 005400;1.133960;1.133970;1.133960;1.133970;0
20220103 005500;1.133960;1.134010;1.133960;1.134000;0
20220103 005600;1.133990;1.133990;1.133900;1.133900;0
20220103 005700;1.133910;1.133960;1.133910;1.133960;0
20220103 005800;1.133960;1.133960;1.133710;1.133760;0
20220103 005900;1.133760;1.133780;1.133720;1.133780;0
20220103 010000;1.133780;1.133810;1.133770;1.133810;0
20220103 010100;1.133830;1.133920;1.133830;1.133860;0
20220103 010300;1.133850;1.133920;1.133850;1.133900;0
20220103 010400;1.133920;1.134110;1.133920;1.134110;0
20220103 010500;1.134120;1.134200;1.134120;1.134190;0
20220103 010600;1.134180;1.134180;1.134130;1.134130;0
20220103 010700;1.134120;1.134120;1.133990;1.133990;0
20220103 010800;1.133980;1.133980;1.133920;1.133950;0
20220103 010900;1.133970;1.134000;1.133960;1.133960;0
20220103 011000;1.133940;1.133940;1.133890;1.133890;0
20220103 011100;1.133910;1.133910;1.133850;1.133860;0
20220103 011200;1.133870;1.133920;1.133870;1.133920;0
